species_name,Fruittype,Growthform,Tropic,Temperate,Subtropic,Genus,Family,Order
Primula_hylobia,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_hookeri,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_gracilenta,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_euosma,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_effusa,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_dumicola,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_dickieana,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_diantha,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_chamaethauma,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_calliantha,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_bullata,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_blattariformis,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_bella,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_beesiana,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_bathangensis,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_aromatica,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_annulata,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_anisodora,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_agleniana,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_aemula,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_yunnanensis,dry,herb,Absence,Temperate,Subtropic,Primula,Primulaceae,Ericales
Primula_taliensis,dry,herb,Absence,Temperate,Subtropic,Primula,Primulaceae,Ericales
Primula_sinuata,dry,herb,Absence,Absence,Subtropic,Primula,Primulaceae,Ericales
Primula_rubifolia,dry,herb,Absence,Absence,Subtropic,Primula,Primulaceae,Ericales
Primula_pseudodenticulata,dry,herb,Absence,Temperate,Subtropic,Primula,Primulaceae,Ericales
Primula_praeflorens,dry,herb,Absence,Absence,Subtropic,Primula,Primulaceae,Ericales
Primula_moupinensis,dry,herb,Absence,Temperate,Subtropic,Primula,Primulaceae,Ericales
Primula_membranifolia,dry,herb,Absence,Absence,Subtropic,Primula,Primulaceae,Ericales
Primula_interjacens,dry,herb,Absence,Absence,Subtropic,Primula,Primulaceae,Ericales
Primula_epilithica,dry,herb,Absence,Absence,Subtropic,Primula,Primulaceae,Ericales
Primula_duclouxii,dry,herb,Absence,Absence,Subtropic,Primula,Primulaceae,Ericales
Primula_divaricata,dry,herb,Absence,Absence,Subtropic,Primula,Primulaceae,Ericales
Primula_barbicalyx,dry,herb,Absence,Absence,Subtropic,Primula,Primulaceae,Ericales
Primula_asarifolia,dry,herb,Absence,Absence,Subtropic,Primula,Primulaceae,Ericales
Primula_blinii,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_firmipes,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_sikkimensis,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_pulchella,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_denticulata,dry,herb,Absence,Temperate,Subtropic,Primula,Primulaceae,Ericales
Primula_gemmifera,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_involucrata,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_fasciculata,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_glabra,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_capitata,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_deflexa,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_watsonii,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_cernua,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_vialii,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Omphalogramma_minus,dry,herb,Absence,Temperate,Absence,Omphalogramma,Primulaceae,Ericales
Omphalogramma_forrestii,dry,herb,Absence,Temperate,Absence,Omphalogramma,Primulaceae,Ericales
Omphalogramma_elegans,dry,herb,Absence,Temperate,Absence,Omphalogramma,Primulaceae,Ericales
Omphalogramma_souliei,dry,herb,Absence,Temperate,Absence,Omphalogramma,Primulaceae,Ericales
Primula_obconica,dry,herb,Absence,Temperate,Subtropic,Primula,Primulaceae,Ericales
Primula_sinolisteri,dry,herb,Absence,Temperate,Subtropic,Primula,Primulaceae,Ericales
Primula_dryadifolia,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_bracteata,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_forrestii,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_forbesii,dry,herb,Absence,Temperate,Subtropic,Primula,Primulaceae,Ericales
Primula_malacoides,dry,herb,Tropic,Temperate,Subtropic,Primula,Primulaceae,Ericales
Primula_geraniifolia,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_polyneura,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_minor,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_chionantha,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_amethystina,dry,herb,Absence,Temperate,Subtropic,Primula,Primulaceae,Ericales
Primula_sonchifolia,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_exscapa,dry,herb,Absence,Absence,Subtropic,Primula,Primulaceae,Ericales
Primula_poissonii,dry,herb,Absence,Temperate,Subtropic,Primula,Primulaceae,Ericales
Primula_secundiflora,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_serratifolia,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_prenantha,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_aurantiaca,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_chungensis,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Primula_bulleyana,dry,herb,Absence,Temperate,Absence,Primula,Primulaceae,Ericales
Diospyros_kintungensis,fleshy,wood,Absence,Absence,Subtropic,Diospyros,Ebenaceae,Ericales
Diospyros_caloneura,fleshy,wood,Absence,Absence,Subtropic,Diospyros,Ebenaceae,Ericales
Diospyros_anisocalyx,fleshy,wood,Absence,Absence,Subtropic,Diospyros,Ebenaceae,Ericales
Diospyros_yunnanensis,fleshy,wood,Tropic,Absence,Absence,Diospyros,Ebenaceae,Ericales
Diospyros_xishuangbannaensis,fleshy,wood,Tropic,Absence,Absence,Diospyros,Ebenaceae,Ericales
Diospyros_nigrocortex,fleshy,wood,Tropic,Absence,Absence,Diospyros,Ebenaceae,Ericales
Diospyros_kerrii,fleshy,wood,Tropic,Absence,Absence,Diospyros,Ebenaceae,Ericales
Diospyros_hasseltii,fleshy,wood,Tropic,Absence,Absence,Diospyros,Ebenaceae,Ericales
Diospyros_lotus,fleshy,wood,Tropic,Temperate,Subtropic,Diospyros,Ebenaceae,Ericales
Diospyros_japonica,fleshy,wood,Tropic,Absence,Absence,Diospyros,Ebenaceae,Ericales
Diospyros_kaki,fleshy,wood,Tropic,Temperate,Subtropic,Diospyros,Ebenaceae,Ericales
Diospyros_dumetorum,fleshy,wood,Absence,Temperate,Subtropic,Diospyros,Ebenaceae,Ericales
Ternstroemia_longipedicellata,fleshy,wood,Absence,Temperate,Absence,Ternstroemia,Pentaphylacaceae,Ericales
Ternstroemia_biangulipes,fleshy,wood,Absence,Temperate,Absence,Ternstroemia,Pentaphylacaceae,Ericales
Ternstroemia_simaoensis,fleshy,wood,Tropic,Absence,Absence,Ternstroemia,Pentaphylacaceae,Ericales
Ternstroemia_nitida,fleshy,wood,Tropic,Absence,Absence,Ternstroemia,Pentaphylacaceae,Ericales
Anneslea_fragrans,fleshy,wood,Tropic,Absence,Subtropic,Anneslea,Pentaphylacaceae,Ericales
Ternstroemia_gymnanthera,fleshy,wood,Tropic,Temperate,Subtropic,Ternstroemia,Pentaphylacaceae,Ericales
Adinandra_latifolia,fleshy,wood,Absence,Temperate,Absence,Adinandra,Pentaphylacaceae,Ericales
Adinandra_integerrima,fleshy,wood,Tropic,Absence,Absence,Adinandra,Pentaphylacaceae,Ericales
Adinandra_glischroloma,fleshy,wood,Tropic,Absence,Absence,Adinandra,Pentaphylacaceae,Ericales
Cleyera_japonica,fleshy,wood,Absence,Temperate,Subtropic,Cleyera,Pentaphylacaceae,Ericales
Eurya_taronensis,fleshy,wood,Absence,Temperate,Absence,Eurya,Pentaphylacaceae,Ericales
Eurya_pyracanthifolia,fleshy,wood,Absence,Temperate,Absence,Eurya,Pentaphylacaceae,Ericales
Eurya_perserrata,fleshy,wood,Absence,Temperate,Absence,Eurya,Pentaphylacaceae,Ericales
Eurya_inaequalis,fleshy,wood,Absence,Temperate,Absence,Eurya,Pentaphylacaceae,Ericales
Eurya_gungshanensis,fleshy,wood,Absence,Temperate,Absence,Eurya,Pentaphylacaceae,Ericales
Eurya_fangii,fleshy,wood,Absence,Temperate,Absence,Eurya,Pentaphylacaceae,Ericales
Eurya_chukiangensis,fleshy,wood,Absence,Temperate,Absence,Eurya,Pentaphylacaceae,Ericales
Eurya_yunnanensis,fleshy,wood,Absence,Absence,Subtropic,Eurya,Pentaphylacaceae,Ericales
Eurya_tsaii,fleshy,wood,Absence,Temperate,Subtropic,Eurya,Pentaphylacaceae,Ericales
Eurya_trichocarpa,fleshy,wood,Absence,Temperate,Subtropic,Eurya,Pentaphylacaceae,Ericales
Eurya_tetragonoclada,fleshy,wood,Absence,Absence,Subtropic,Eurya,Pentaphylacaceae,Ericales
Eurya_paratetragonoclada,fleshy,wood,Absence,Temperate,Subtropic,Eurya,Pentaphylacaceae,Ericales
Eurya_obliquifolia,fleshy,wood,Absence,Temperate,Subtropic,Eurya,Pentaphylacaceae,Ericales
Eurya_euonymoides,fleshy,wood,Absence,Absence,Subtropic,Eurya,Pentaphylacaceae,Ericales
Eurya_cavinervis,fleshy,wood,Absence,Temperate,Subtropic,Eurya,Pentaphylacaceae,Ericales
Eurya_brevistyla,fleshy,wood,Absence,Absence,Subtropic,Eurya,Pentaphylacaceae,Ericales
Eurya_aurea,fleshy,wood,Absence,Absence,Subtropic,Eurya,Pentaphylacaceae,Ericales
Eurya_quinquelocularis,fleshy,wood,Tropic,Absence,Absence,Eurya,Pentaphylacaceae,Ericales
Eurya_pseudocerasifera,fleshy,wood,Tropic,Temperate,Absence,Eurya,Pentaphylacaceae,Ericales
Eurya_pittosporifolia,fleshy,wood,Tropic,Absence,Absence,Eurya,Pentaphylacaceae,Ericales
Eurya_jintungensis,fleshy,wood,Tropic,Absence,Subtropic,Eurya,Pentaphylacaceae,Ericales
Eurya_acuminatissima,fleshy,wood,Tropic,Absence,Absence,Eurya,Pentaphylacaceae,Ericales
Eurya_acuminata,fleshy,wood,Absence,Temperate,Absence,Eurya,Pentaphylacaceae,Ericales
Eurya_loquaiana,fleshy,wood,Absence,Absence,Subtropic,Eurya,Pentaphylacaceae,Ericales
Stewartia_pteropetiolata,dry,wood,Absence,Absence,Subtropic,Stewartia,Theaceae,Ericales
Stewartia_sinensis,dry,wood,Absence,Absence,Subtropic,Stewartia,Theaceae,Ericales
Gordonia_chrysandra,dry,wood,Absence,Absence,Subtropic,Gordonia,Theaceae,Ericales
Schima_sericans,dry,wood,Absence,Temperate,Absence,Schima,Theaceae,Ericales
Schima_crenata,dry,wood,Absence,Absence,Subtropic,Schima,Theaceae,Ericales
Schima_khasiana,dry,wood,Tropic,Temperate,Subtropic,Schima,Theaceae,Ericales
Schima_argentea,dry,wood,Tropic,Temperate,Subtropic,Schima,Theaceae,Ericales
Schima_wallichii,dry,wood,Tropic,Absence,Subtropic,Schima,Theaceae,Ericales
Schima_noronhae,dry,wood,Absence,Absence,Subtropic,Schima,Theaceae,Ericales
Pyrenaria_pingpienensis,fleshy,wood,Tropic,Absence,Absence,Pyrenaria,Theaceae,Ericales
Pyrenaria_diospyricarpa,fleshy,wood,Tropic,Absence,Absence,Pyrenaria,Theaceae,Ericales
Pyrenaria_menglaensis,fleshy,wood,Tropic,Absence,Absence,Pyrenaria,Theaceae,Ericales
Polyspora_chrysandra,dry,wood,Tropic,Absence,Absence,Polyspora,Theaceae,Ericales
Camellia_jingdonensis,dry,wood,Absence,Absence,Subtropic,Camellia,Theaceae,Ericales
Camellia_irrawadiensis,dry,wood,Absence,Absence,Subtropic,Camellia,Theaceae,Ericales
Camellia_henryana,dry,wood,Absence,Absence,Subtropic,Camellia,Theaceae,Ericales
Camellia_crassipes,dry,wood,Absence,Absence,Subtropic,Camellia,Theaceae,Ericales
Camellia_szemaoensis,dry,wood,Tropic,Absence,Absence,Camellia,Theaceae,Ericales
Camellia_pachyandra,dry,wood,Tropic,Absence,Absence,Camellia,Theaceae,Ericales
Camellia_leptophylla,dry,wood,Tropic,Absence,Absence,Camellia,Theaceae,Ericales
Camellia_forrestii,dry,wood,Tropic,Absence,Subtropic,Camellia,Theaceae,Ericales
Camellia_confusa,dry,wood,Tropic,Absence,Absence,Camellia,Theaceae,Ericales
Camellia_taliensis,dry,wood,Tropic,Absence,Subtropic,Camellia,Theaceae,Ericales
Camellia_sinensis,dry,wood,Tropic,Temperate,Subtropic,Camellia,Theaceae,Ericales
Camellia_saluenensis,dry,wood,Absence,Temperate,Subtropic,Camellia,Theaceae,Ericales
Camellia_reticulata,dry,wood,Tropic,Absence,Subtropic,Camellia,Theaceae,Ericales
Camellia_yunnanensis,dry,wood,Tropic,Temperate,Subtropic,Camellia,Theaceae,Ericales
Camellia_pitardii,dry,wood,Absence,Absence,Subtropic,Camellia,Theaceae,Ericales
Camellia_kissii,dry,wood,Tropic,Temperate,Subtropic,Camellia,Theaceae,Ericales
Camellia_oleifera,dry,wood,Tropic,Absence,Subtropic,Camellia,Theaceae,Ericales
Sarcosperma_kachinense,fleshy,wood,Tropic,Absence,Absence,Sarcosperma,Sapotaceae,Ericales
Sarcosperma_griffithii,fleshy,wood,Tropic,Absence,Absence,Sarcosperma,Sapotaceae,Ericales
Sarcosperma_arboreum,fleshy,wood,Tropic,Absence,Subtropic,Sarcosperma,Sapotaceae,Ericales
Pouteria_grandiflora,fleshy,wood,Tropic,Absence,Absence,Pouteria,Sapotaceae,Ericales
Xantolis_stenosepala,fleshy,wood,Tropic,Absence,Absence,Xantolis,Sapotaceae,Ericales
Xantolis_shweliensis,fleshy,wood,Tropic,Absence,Absence,Xantolis,Sapotaceae,Ericales
Saurauia_punduana,fleshy,wood,Absence,Temperate,Absence,Saurauia,Actinidiaceae,Ericales
Saurauia_polyneura,fleshy,wood,Absence,Temperate,Absence,Saurauia,Actinidiaceae,Ericales
Saurauia_lantsangensis,fleshy,wood,Absence,Temperate,Subtropic,Saurauia,Actinidiaceae,Ericales
Saurauia_yunnanensis,fleshy,wood,Tropic,Temperate,Subtropic,Saurauia,Actinidiaceae,Ericales
Saurauia_miniata,fleshy,wood,Tropic,Absence,Absence,Saurauia,Actinidiaceae,Ericales
Saurauia_macrotricha,fleshy,wood,Tropic,Temperate,Absence,Saurauia,Actinidiaceae,Ericales
Saurauia_erythrocarpa,fleshy,wood,Tropic,Temperate,Absence,Saurauia,Actinidiaceae,Ericales
Saurauia_cerea,fleshy,wood,Tropic,Absence,Subtropic,Saurauia,Actinidiaceae,Ericales
Saurauia_napaulensis,fleshy,wood,Tropic,Temperate,Subtropic,Saurauia,Actinidiaceae,Ericales
Saurauia_tristyla,fleshy,wood,Tropic,Absence,Absence,Saurauia,Actinidiaceae,Ericales
Actinidia_pilosula,fleshy,wood,Absence,Temperate,Absence,Actinidia,Actinidiaceae,Ericales
Actinidia_leptophylla,fleshy,wood,Absence,Temperate,Absence,Actinidia,Actinidiaceae,Ericales
Actinidia_venosa,fleshy,wood,Absence,Temperate,Subtropic,Actinidia,Actinidiaceae,Ericales
Actinidia_umbelloides,fleshy,wood,Tropic,Absence,Subtropic,Actinidia,Actinidiaceae,Ericales
Actinidia_callosa,fleshy,wood,Tropic,Temperate,Subtropic,Actinidia,Actinidiaceae,Ericales
Actinidia_arguta,fleshy,wood,Absence,Temperate,Absence,Actinidia,Actinidiaceae,Ericales
Symplocos_xylopyrena,fleshy,wood,Absence,Temperate,Absence,Symplocos,Symplocaceae,Ericales
Symplocos_caudiformis,fleshy,wood,Absence,Temperate,Absence,Symplocos,Symplocaceae,Ericales
Symplocos_jingdongensis,fleshy,wood,Absence,Absence,Subtropic,Symplocos,Symplocaceae,Ericales
Symplocos_groffii,fleshy,wood,Absence,Absence,Subtropic,Symplocos,Symplocaceae,Ericales
Symplocos_adenopus,fleshy,wood,Absence,Absence,Subtropic,Symplocos,Symplocaceae,Ericales
Symplocos_ramosissima,fleshy,wood,Tropic,Temperate,Subtropic,Symplocos,Symplocaceae,Ericales
Symplocos_racemosa,fleshy,wood,Tropic,Temperate,Subtropic,Symplocos,Symplocaceae,Ericales
Symplocos_paniculata,fleshy,wood,Tropic,Temperate,Subtropic,Symplocos,Symplocaceae,Ericales
Symplocos_anomala,fleshy,wood,Tropic,Temperate,Subtropic,Symplocos,Symplocaceae,Ericales
Symplocos_lucida,fleshy,wood,Tropic,Temperate,Subtropic,Symplocos,Symplocaceae,Ericales
Symplocos_dryophila,fleshy,wood,Absence,Temperate,Subtropic,Symplocos,Symplocaceae,Ericales
Symplocos_sumuntia,fleshy,wood,Tropic,Temperate,Subtropic,Symplocos,Symplocaceae,Ericales
Symplocos_lancifolia,fleshy,wood,Tropic,Absence,Absence,Symplocos,Symplocaceae,Ericales
Symplocos_cochinchinensis,fleshy,wood,Tropic,Temperate,Subtropic,Symplocos,Symplocaceae,Ericales
Symplocos_heishanensis,fleshy,wood,Absence,Temperate,Subtropic,Symplocos,Symplocaceae,Ericales
Symplocos_viridissima,fleshy,wood,Absence,Temperate,Absence,Symplocos,Symplocaceae,Ericales
Symplocos_sulcata,fleshy,wood,Tropic,Temperate,Subtropic,Symplocos,Symplocaceae,Ericales
Symplocos_hookeri,fleshy,wood,Tropic,Absence,Absence,Symplocos,Symplocaceae,Ericales
Symplocos_glauca,fleshy,wood,Tropic,Absence,Absence,Symplocos,Symplocaceae,Ericales
Symplocos_glomerata,fleshy,wood,Absence,Temperate,Subtropic,Symplocos,Symplocaceae,Ericales
Symplocos_poilanei,fleshy,wood,Absence,Absence,Subtropic,Symplocos,Symplocaceae,Ericales
Symplocos_adenophylla,fleshy,wood,Tropic,Absence,Subtropic,Symplocos,Symplocaceae,Ericales
Huodendron_tomentosum,dry,wood,Absence,Temperate,Absence,Huodendron,Styracaceae,Ericales
Huodendron_tibeticum,dry,wood,Absence,Temperate,Absence,Huodendron,Styracaceae,Ericales
Bruinsmia_polysperma,fleshy,wood,Tropic,Absence,Subtropic,Bruinsmia,Styracaceae,Ericales
Alniphyllum_eberhardtii,dry,wood,Tropic,Absence,Absence,Alniphyllum,Styracaceae,Ericales
Alniphyllum_fortunei,dry,wood,Tropic,Absence,Subtropic,Alniphyllum,Styracaceae,Ericales
Rehderodendron_microcarpum,dry,wood,Absence,Temperate,Absence,Rehderodendron,Styracaceae,Ericales
Rehderodendron_membranifolium,dry,wood,Absence,Temperate,Absence,Rehderodendron,Styracaceae,Ericales
Rehderodendron_gongshanense,dry,wood,Absence,Temperate,Absence,Rehderodendron,Styracaceae,Ericales
Styrax_limprichtii,dry,wood,Absence,Temperate,Absence,Styrax,Styracaceae,Ericales
Styrax_roseus,dry,wood,Absence,Temperate,Subtropic,Styrax,Styracaceae,Ericales
Styrax_perkinsiae,dry,wood,Absence,Temperate,Subtropic,Styrax,Styracaceae,Ericales
Styrax_mallotifolius,dry,wood,Absence,Absence,Subtropic,Styrax,Styracaceae,Ericales
Styrax_macranthus,dry,wood,Absence,Absence,Subtropic,Styrax,Styracaceae,Ericales
Styrax_rugosus,dry,wood,Tropic,Absence,Subtropic,Styrax,Styracaceae,Ericales
Styrax_grandiflorus,dry,wood,Tropic,Temperate,Subtropic,Styrax,Styracaceae,Ericales
Styrax_agrestis,dry,wood,Tropic,Absence,Subtropic,Styrax,Styracaceae,Ericales
Styrax_suberifolius,dry,wood,Tropic,Absence,Absence,Styrax,Styracaceae,Ericales
Styrax_serrulatus,dry,wood,Tropic,Absence,Absence,Styrax,Styracaceae,Ericales
Styrax_tonkinensis,dry,wood,Tropic,Absence,Subtropic,Styrax,Styracaceae,Ericales
Clethra_delavayi,dry,wood,Absence,Temperate,Subtropic,Clethra,Clethraceae,Ericales
Clethra_barbinervis,dry,wood,Absence,Absence,Subtropic,Clethra,Clethraceae,Ericales
Enkianthus_pauciflorus,dry,wood,Absence,Temperate,Absence,Enkianthus,Ericaceae,Ericales
Enkianthus_deflexus,dry,wood,Absence,Temperate,Subtropic,Enkianthus,Ericaceae,Ericales
Enkianthus_chinensis,dry,wood,Absence,Temperate,Subtropic,Enkianthus,Ericaceae,Ericales
Monotropa_uniflora,fleshy,herb,Tropic,Temperate,Subtropic,Monotropa,Ericaceae,Ericales
Monotropa_hypopitys,fleshy,herb,Absence,Temperate,Subtropic,Monotropa,Ericaceae,Ericales
Chimaphila_japonica,dry,herb,Absence,Temperate,Absence,Chimaphila,Ericaceae,Ericales
Moneses_uniflora,dry,herb,Absence,Temperate,Absence,Moneses,Ericaceae,Ericales
Pyrola_sororia,dry,herb,Absence,Temperate,Absence,Pyrola,Ericaceae,Ericales
Pyrola_shanxiensis,dry,herb,Absence,Temperate,Absence,Pyrola,Ericaceae,Ericales
Pyrola_monophylla,dry,herb,Absence,Temperate,Absence,Pyrola,Ericaceae,Ericales
Pyrola_forrestiana,dry,herb,Absence,Temperate,Absence,Pyrola,Ericaceae,Ericales
Pyrola_calliantha,dry,herb,Absence,Temperate,Absence,Pyrola,Ericaceae,Ericales
Pyrola_atropurpurea,dry,herb,Absence,Temperate,Absence,Pyrola,Ericaceae,Ericales
Pyrola_decorata,dry,herb,Absence,Temperate,Subtropic,Pyrola,Ericaceae,Ericales
Pyrola_corbieri,dry,herb,Absence,Temperate,Subtropic,Pyrola,Ericaceae,Ericales
Pyrola_minor,dry,herb,Absence,Temperate,Absence,Pyrola,Ericaceae,Ericales
Cassiope_selaginoides,fleshy,wood,Absence,Temperate,Absence,Cassiope,Ericaceae,Ericales
Cassiope_pectinata,fleshy,wood,Absence,Temperate,Absence,Cassiope,Ericaceae,Ericales
Cassiope_palpebrata,fleshy,wood,Absence,Temperate,Absence,Cassiope,Ericaceae,Ericales
Cassiope_nana,fleshy,wood,Absence,Temperate,Absence,Cassiope,Ericaceae,Ericales
Cassiope_myosuroides,fleshy,wood,Absence,Temperate,Absence,Cassiope,Ericaceae,Ericales
Rhododendron_zhongdianense,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_yunnanense,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_yungningense,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_yungchangense,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_xanthostephanum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_wardii,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_vesiculiferum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_uvariifolium,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_trichostomum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_traillianum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_tephropeplum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_temenium,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_telmateium,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_tatsienense,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_taronense,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_tapetiforme,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_taliense,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_taggianum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_sulfureum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_stewartianum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_sphaeroblastum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_sperabile,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_sinonuttallii,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_sidereum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_shweliense,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_semnoides,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_selense,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_seinghkuense,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_scabrifolium,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_sanguineum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_saluenense,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_russatum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_roxieanum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_rothschildii,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_rhombifolium,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_pubescens,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_protistum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_proteoides,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_pronum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_preptum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_praestans,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_polycladum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_pocophorum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_orthocladum,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
Rhododendron_oreotrephes,dry,wood,Absence,Temperate,Absence,Rhododendron,Ericaceae,Ericales
