NewID,OldID,Group,Family,Genus,Species,Life form,Leaf form,Site,Ynew,Xnew,Hmax,Hact,Ks,Kl,P50,Ppd,Pmd,TLP,AlAs,WD,Vdia,VD,VLmax,ALT,MAT,MAP,PET,AI,Soiltype,Ecotype,Biome,Note_Biome,
s0957,1518,Ang,Ericaceae,Rhododendron,Rhododendron hirsutum,S,E,s310,47.2667,10.7,0.5,0.5,0.193,,-3.23,,,,,0.44,14.56,,,1914,1.4,1149,435,,Luvisol,Alps conifer and mixed forests,TMS,,
s0958,1519,Ang,Ericaceae,Rhododendron,Rhododendron intermedium,S,E,s306,47.1833,11.3,0.5,0.5,0.199,,-1.87,,,,,0.43,16.53,,,1939,0.7,1155,460,,Rendzina,Alps conifer and mixed forests,TMS,,
s0959,1521,Gym,Pinaceae,Pinus,Pinus sylvestris,T,E,s311,47.2667,11.3667,45,0.5,,,-3.62,,,,,,,,,856,8.4,910,844,1.077,Rendzina,Alps conifer and mixed forests,TMS,,
s0960,1525,Ang,Lamiaceae,Salvia,Salvia mellifera,S,D,s174,34.5,-119.8167,2,,1.19,4.11,-8.3,-8.4,-10.24,,0.262,0.6081481,,,,271,14.2,636,1214,0.5247,Regosol,California montane chaparral and woodlands,WDS,,
s0961,1526,Gym,Pinaceae,Pinus,Pinus ponderosa,T,E,s208,38.6833,-119.7333,72,,0.54,,-2.61,,,,,,,,,2027,7.9,537,1104,0.4918,Acrisol,Sierra Nevada forests,TMS,,
s0962,1527,Gym,Pinaceae,Pinus,Pinus ponderosa,T,E,s212,39.3667,-119.6833,72,14.3,0.54,,-2.61,-0.96,-2.05,,0.207,,14.12,,,1808,8.3,293,1170,0.2529,Yermosol,Great Basin shrub steppe,DES,,
s0963,1528,Gym,Pinaceae,Pinus,Pinus ponderosa,T,E,s214,39.5667,-119.8333,72,,0.64,,-2.62,,,,,,,,,1467,9.3,226,1214,0.1861,Yermosol,Great Basin shrub steppe,DES,,
s0964,1529,Gym,Pinaceae,Pinus,Pinus ponderosa,T,E,s211,39.35,-116.05,72,8.9,0.64,,-2.65,-0.96,-1.98,,0.116,,25.439899,,,2199,7.6,287,1098,0.2686,Yermosol,Great Basin shrub steppe,DES,,
s0965,1538,Gym,Pinaceae,Pinus,Pinus virginiana,T,E,s239,41.3167,-78.4333,30,,,,-4.2,-0.31,-1,-1.98,,,,,,479,7.7,1083,986,1.1004,Cambisol,Allegheny Highlands forests,TMS,temperate broadleaf and mixed forests ecoregion,
s0966,1539,Ang,Euphorbiaceae,Sapium,Sapium sebiferum,T,D,s127,25.7,105.5833,15,,4.58,4.52,-0.65,,,,,,,,,997,17.6,1282,1205,1.063,Acrisol,Yunnan Plateau subtropical evergreen forests,TRS,,
s0967,1540,Ang,Meliaceae,Melia,Melia azedarach,T,D,s127,25.7,105.5833,12,,6.08,8.09,-1.11,,,,,,,,,997,17.6,1282,1205,1.063,Acrisol,Yunnan Plateau subtropical evergreen forests,TRS,,
s0968,1541,Ang,Euphorbiaceae,Mallotus,Mallotus philippensis,T,E,s127,25.7,105.5833,25,,3.32,2.86,-0.68,,,,,,,,,997,17.6,1282,1205,1.063,Acrisol,Yunnan Plateau subtropical evergreen forests,TRS,,
s0969,1542,Ang,Euphorbiaceae,Mallotus,Mallotus philippensis,T,E,s123,25.4333,108.0833,25,,1.22,2,-0.64,,,,,,,,,663,18,1368,1169,1.1745,Acrisol,Jian Nan subtropical evergreen forests,TRS,,
s0970,1543,Ang,Euphorbiaceae,Vernicia,Vernicia fordii,T,D,s127,25.7,105.5833,20,,3.3,4.1,-1.23,,,,,,,,,997,17.6,1282,1205,1.063,Acrisol,Yunnan Plateau subtropical evergreen forests,TRS,,
s0971,1544,Ang,Euphorbiaceae,Vernicia,Vernicia fordii,T,D,s123,25.4333,108.0833,20,,4.82,5.37,-0.73,,,,,,,,,663,18,1368,1169,1.1745,Acrisol,Jian Nan subtropical evergreen forests,TRS,,
s0972,1545,Ang,Moraceae,Ficus,Ficus benguetensis,T,D,s127,25.7,105.5833,15,,1.64,2.17,-0.66,,,,,,,,,997,17.6,1282,1205,1.063,Acrisol,Yunnan Plateau subtropical evergreen forests,TRS,,
s0973,1546,Ang,Euphorbiaceae,Alchornea,Alchornea davidii,T,D,s127,25.7,105.5833,5,,3.25,2.51,-0.55,,,,,,,,,997,17.6,1282,1205,1.063,Acrisol,Yunnan Plateau subtropical evergreen forests,TRS,,
s0974,1547,Ang,Euphorbiaceae,Mallotus,Mallotus barbatus,T,D,s127,25.7,105.5833,4,,7.06,5.7,-1.67,,,,,,,,,997,17.6,1282,1205,1.063,Acrisol,Yunnan Plateau subtropical evergreen forests,TRS,,
s0975,1548,Ang,Fabaceae,Flemingia,Flemingia philippinensis,T,D,s127,25.7,105.5833,3,,2.52,4.35,-0.91,,,,,,,,,997,17.6,1282,1205,1.063,Acrisol,Yunnan Plateau subtropical evergreen forests,TRS,,
s0976,1549,Ang,Solanaceae,Solanum,Solanum verbascifolium,T,D,s127,25.7,105.5833,10,,3.12,4.68,-0.7,,,,,,,,,997,17.6,1282,1205,1.063,Acrisol,Yunnan Plateau subtropical evergreen forests,TRS,,
s0977,1550,Ang,Simaroubaceae,Brucea,Brucea javanica,S,D,s127,25.7,105.5833,5,,2.67,2.14,-1.21,,,,,,,,,997,17.6,1282,1205,1.063,Acrisol,Yunnan Plateau subtropical evergreen forests,TRS,,
s0978,1551,Ang,Rhamnaceae,Rhamnella,Rhamnella franguloides,T,D,s127,25.7,105.5833,9,,4.93,6.32,-1.64,,,,,,,,,997,17.6,1282,1205,1.063,Acrisol,Yunnan Plateau subtropical evergreen forests,TRS,,
s0979,1552,Ang,Euphorbiaceae,Mallotus,Mallotus japonicus,T,D,s127,25.7,105.5833,4,,2.52,3.53,-1.12,,,,,,,,,997,17.6,1282,1205,1.063,Acrisol,Yunnan Plateau subtropical evergreen forests,TRS,,
s0980,1553,Ang,Broussonetia ,Broussonetia ,Broussonetia papyifera,T,D,s127,25.7,105.5833,20,,3.36,7.85,-0.51,,,,,,,,,997,17.6,1282,1205,1.063,Acrisol,Yunnan Plateau subtropical evergreen forests,TRS,,
s0981,1554,Ang,Simaroubaceae,Picrasma,Picrasma quassioides,T,D,s127,25.7,105.5833,20,,3.42,5.6,-0.93,,,,,,,,,997,17.6,1282,1205,1.063,Acrisol,Yunnan Plateau subtropical evergreen forests,TRS,,
s0982,1555,Ang,Alangiaceae,Alangium,Alangium chinense,T,D,s127,25.7,105.5833,15,,7.52,6.06,-1.08,,,,,,,,,997,17.6,1282,1205,1.063,Acrisol,Yunnan Plateau subtropical evergreen forests,TRS,,
s0983,1556,Ang,Alangiaceae,Alangium,Alangium chinense,T,D,s123,25.4333,108.0833,15,,4.58,5.02,-0.81,,,,,,,,,663,18,1368,1169,1.1745,Acrisol,Jian Nan subtropical evergreen forests,TRS,,
s0984,1557,Ang,Ulmaceae,Pteroceltis,Pteroceltis tatarinowii,T,D,s123,25.4333,108.0833,20,,3.6,5.03,-0.96,,,,,,,,,663,18,1368,1169,1.1745,Acrisol,Jian Nan subtropical evergreen forests,TRS,,
s0985,1558,Ang,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,D,s123,25.4333,108.0833,40,,0.31,0.56,-1.26,,,,,,,,,663,18,1368,1169,1.1745,Acrisol,Jian Nan subtropical evergreen forests,TRS,,
s0986,1559,Ang,Juglandaceae,Platycarya,Platycarya longipes,T,D,s123,25.4333,108.0833,10,,5.68,4.04,-1.06,,,,,,,,,663,18,1368,1169,1.1745,Acrisol,Jian Nan subtropical evergreen forests,TRS,,
s0987,1560,Ang,Juglandaceae,Platycarya,Platycarya longipes,T,D,s128,26.25,105.7333,10,,2.73,2.46,-1.5,,,,,,,,,1289,15.9,1270,1124,1.1298,Lithosol,Guizhou Plateau broadleaf and mixed forests,TRS,,
s0988,1561,Ang,Lauraceae,Lindera,Lindera communis,T,E,s123,25.4333,108.0833,5,,0.53,0.77,-0.92,,,,,,,,,663,18,1368,1169,1.1745,Acrisol,Jian Nan subtropical evergreen forests,TRS,,
s0989,1562,Ang,Lauraceae,Lindera,Lindera communis,T,E,s128,26.25,105.7333,5,,0.31,0.51,-0.85,,,,,,,,,1289,15.9,1270,1124,1.1298,Lithosol,Guizhou Plateau broadleaf and mixed forests,TRS,,
s0990,1563,Ang,Euphorbiaceae,Macaranga,Macaranga tanarius,T,E,s123,25.4333,108.0833,12,,2.83,2.43,-0.63,,,,,,,,,663,18,1368,1169,1.1745,Acrisol,Jian Nan subtropical evergreen forests,TRS,,
s0991,1564,Ang,Pittosporaceae,Pittosporum,Pittosporum xylocarpum,T,E,s123,25.4333,108.0833,3,,1.78,1.72,-1.58,,,,,,,,,663,18,1368,1169,1.1745,Acrisol,Jian Nan subtropical evergreen forests,TRS,,
s0992,1565,Ang,Fabaceae,Maackia,Maackia hupehensis,T,D,s123,25.4333,108.0833,23,,4.62,6.3,-1.4,,,,,,,,,663,18,1368,1169,1.1745,Acrisol,Jian Nan subtropical evergreen forests,TRS,,
s0993,1566,Ang,Saxifragaceae,Itea,Itea chinensis,T,E,s128,26.25,105.7333,10,,0.45,1.4,-2.54,,,,,,,,,1289,15.9,1270,1124,1.1298,Lithosol,Guizhou Plateau broadleaf and mixed forests,TRS,,
s0994,1567,Ang,Betulaceae,Carpinus,Carpinus pubescens,T,D,s128,26.25,105.7333,17,,2.7,2.68,-1.39,,,,,,,,,1289,15.9,1270,1124,1.1298,Lithosol,Guizhou Plateau broadleaf and mixed forests,TRS,,
s0995,1568,Ang,Stachyuraceae,Stachyurus,Stachyurus obovatus,T,E,s128,26.25,105.7333,4,,0.55,0.86,-4.31,,,,,,,,,1289,15.9,1270,1124,1.1298,Lithosol,Guizhou Plateau broadleaf and mixed forests,TRS,,
s0996,1569,Ang,Daphniphyllaceae,Daphniphyllum,Daphniphyllum oldhami,T,E,s128,26.25,105.7333,15,,0.46,0.46,-0.62,,,,,,,,,1289,15.9,1270,1124,1.1298,Lithosol,Guizhou Plateau broadleaf and mixed forests,TRS,,
s0997,1570,Ang,Fagaceae,Quercus,Quercus aliena,T,D,s128,26.25,105.7333,30,,6.3,6.26,-2.09,,,,,,,,,1289,15.9,1270,1124,1.1298,Lithosol,Guizhou Plateau broadleaf and mixed forests,TRS,,
s0998,1571,Ang,Oleaceae,Ligustrum,Ligustrum lucidum,T,E,s128,26.25,105.7333,10,,1.39,1.44,-3.67,,,,,,,,,1289,15.9,1270,1124,1.1298,Lithosol,Guizhou Plateau broadleaf and mixed forests,TRS,,
s0999,1572,Ang,Ulmaceae,Celtis,Celtis sinensis,T,D,s128,26.25,105.7333,20,,6.89,8.77,-0.81,,,,,,,,,1289,15.9,1270,1124,1.1298,Lithosol,Guizhou Plateau broadleaf and mixed forests,TRS,,
s1000,1573,Ang,Aquifoliaceae,Ilex,Ilex chinensis,T,E,s128,26.25,105.7333,15,,0.29,0.55,-2.84,,,,,,,,,1289,15.9,1270,1124,1.1298,Lithosol,Guizhou Plateau broadleaf and mixed forests,TRS,,
s1001,1574,Ang,Fagaceae,Lithocarpus,Lithocarpus glaber,T,E,s128,26.25,105.7333,15,,1.51,1.7,-1.57,,,,,,,,,1289,15.9,1270,1124,1.1298,Lithosol,Guizhou Plateau broadleaf and mixed forests,TRS,,
s1002,1575,Ang,Malvaceae,Ceiba,Ceiba speciosa,T,D,s045,-26.4167,-54.6167,25,,,,,,,,,0.3898,,,,226,20,1602,1602,1,Phaeozem,Alto Paraná Atlantic forests,TRR,,
s1003,1576,Ang,Fabaceae,Parapiptademia,Parapiptademia rigida,T,D,s045,-26.4167,-54.6167,30,,,,,,,,,0.859,,,,226,20,1602,1602,1,Phaeozem,Alto Paraná Atlantic forests,TRR,,
s1004,1577,Ang,Fabaceae,Holocalyx,Holocalyx balansae,T,E,s045,-26.4167,-54.6167,23,,,,,,,,,0.859,,,,226,20,1602,1602,1,Phaeozem,Alto Paraná Atlantic forests,TRR,,
s1005,1578,Ang,Fabaceae,Lonchocarpus ,Lonchocarpus muehlbergianus,T,D,s045,-26.4167,-54.6167,23,,,,,,,,,0.7628,,,,226,20,1602,1602,1,Phaeozem,Alto Paraná Atlantic forests,TRR,,
s1006,1579,Ang,Lauraceae,Ocotea,Ocotea diospyrifolia,T,E,s045,-26.4167,-54.6167,23,21,,,,,,,,0.5562,,,,226,20,1602,1602,1,Phaeozem,Alto Paraná Atlantic forests,TRR,,
s1007,1580,Ang,Boraginaceae,Cordia,Cordia trichotoma,T,D,s045,-26.4167,-54.6167,25,,,,,,,,,0.6094,,,,226,20,1602,1602,1,Phaeozem,Alto Paraná Atlantic forests,TRR,,
s1008,1581,Ang,Rutaceae,Balfourodendron,Balfourodendron riedelianum,T,D,s045,-26.4167,-54.6167,27,25,1.21,13,-1.13,,,-2.27,1.72,0.7185,,,,226,20,1602,1602,1,Phaeozem,Alto Paraná Atlantic forests,TRR,tropical moist forests,
s1009,1582,Ang,Meliaceae,Cabralea,Cabralea canjerana,T,E,s045,-26.4167,-54.6167,20,,,,,,,,,0.5036,,,,226,20,1602,1602,1,Phaeozem,Alto Paraná Atlantic forests,TRR,,
s1010,1583,Ang,Sapotaceae,Chrysophyllum,Chrysophyllum gonocarpum,T,E,s045,-26.4167,-54.6167,28,,,,,,,,,0.6728,,,,226,20,1602,1602,1,Phaeozem,Alto Paraná Atlantic forests,TRR,,
s1011,1584,Ang,Meliaceae,Cedrella,Cedrela fissilis,T,D,s045,-26.4167,-54.6167,22,17.2,2.16,0.81,-0.73,,,-1.28,2.54,0.4908,,,,226,20,1602,1602,1,Phaeozem,Alto Paraná Atlantic forests,TRR,,
s1012,1585,Ang,Euphorbiaceae,Colliguaja,Colliguaja integerrima,S,E,s002,-45.9323,-67.5636,2,0.5866667,0.1126667,6.066667,,-2.8,-3.2,-5,0.11,0.6713333,,,,56,12.5,225,971,0.2317,Yermosol,Patagonian steppe,DES,,
s1013,1586,Ang,Rhamnaceae,Retanilla,Retanilla patagonica,S,D,s002,-45.9323,-67.5636,1.5,0.5,0.155,5,,-3.3,-4.5,-4.7,0.0613,0.6235,,,,56,12.5,225,971,0.2317,Yermosol,Patagonian steppe,DES,,
s1014,1589,Ang,Berberidaceae,Berberis,Berberis microphylla,S,E,s002,-45.9323,-67.5636,3,1.2,0.055,0.55,,,-3,-2.7,,0.667,,,,56,12.5,225,971,0.2317,Yermosol,Patagonian steppe,DES,,
s1015,1591,Gym,Pinaceae,Psedotsuga,Pseudotsuga menziesii,T,E,s267,44,-122,90,55,,,,,-2.3,,,0.45,,,,1403,5.2,1395,864,1.6643,Regosol,Central and Southern Cascades forests,TMS,"The climate is drier than other parts of the Cascades, and the vegetation reflects the long summer drought",
s1016,1593,Gym,Pinaceae,Pinus,Pinus abies,T,E,,,,50,25,,,,,-2.1,,,,,,,,,,,,,,,,
s1018,1598,Ang,Solanaceae,Lycium,Lycium chilense,S,D,s001,-46.5167,-71.05,1.3,0.88,0.29,2.6,-4.9,-2,-4.3,-2.15,0.066,0.57,9.6,,,419,8.7,155,842,0.1852,Lithosol,Patagonian steppe,DES,,
s1019,1602,Gym,Pinaceae,Pinus,Pinus sylvestris,T,E,s345,58,-4,45,15,,,,,-1.7,,,,,,,101,7.4,781,521,1.5604,,Caledon conifer forests,TMS, temperate rainforest of Scotland,
s1020,1603,Gym,Pinaceae,Picea,Picea abies,T,E,s347,64.1167,19.1167,55,6.7,,,,,-1.6,,,,,,,244,1,599,495,1.2101,Podzol,Scandinavian and Russian taiga,BOR,,
s1021,1604,Ang,Fabaceae,Acacia,Acacia dealbata,T,E,s011,-42.3876,147.0487,30,,2.14,1.7819,,-0.61,-1.37,,1.22,0.67,30.1607,143,,462,9.7,546,912,0.5986,Planosol,Tasmanian Central Highland forests,TMR,,
s1022,1605,Ang,Fabaceae,Aotus,Aotus ericoides,S,E,s011,-42.3876,147.0487,2,1,0.35,2.01034,,-0.53,-1.19,,0.136,0.83,26.9996,111,,462,9.7,546,912,0.5986,Planosol,Tasmanian Central Highland forests,TMR,,
s1023,1606,Ang,Proteaceae,Banksia,Banksia marginata,T,E,s011,-42.3876,147.0487,12,,2.31,6.56831,,-0.29,-1.03,,0.385,0.6,20.18829,568,,462,9.7,546,912,0.5986,Planosol,Tasmanian Central Highland forests,TMR,,
s1024,1607,Ang,Fabaceae,Bossiaea,Bossiaea cinerea,S,E,s011,-42.3876,147.0487,2,1,0.82,1.85863,,-0.47,-1.2,,0.455,0.83,21.51735,167,,462,9.7,546,912,0.5986,Planosol,Tasmanian Central Highland forests,TMR,,
s1025,1608,Ang,Asteraceae,Cassinia,Cassinia aculeata,S,E,s011,-42.3876,147.0487,2.5,,1,3.12346,,-1.57,-2.94,,0.309,0.61,19.4141,456,,462,9.7,546,912,0.5986,Planosol,Tasmanian Central Highland forests,TMR,,
s1026,1609,Ang,Fabaceae,Daviesia,Daviesia latifolia,S,E,s011,-42.3876,147.0487,3,,1.16,3.58885,,-0.56,-1.37,,0.269,0.65,14.95059,408,,462,9.7,546,912,0.5986,Planosol,Tasmanian Central Highland forests,TMR,,
s1027,1610,Ang,Epacridaceae,Epacris,Epacris impressa,S,E,s011,-42.3876,147.0487,3,,,0.38627,,-0.56,-1.47,,0.0956,0.7,13.35477,708,,462,9.7,546,912,0.5986,Planosol,Tasmanian Central Highland forests,TMR,,
s1028,1611,Ang,Myrtaceae,Eucalyptus,Eucalyptus pauciflora,T,E,s011,-42.3876,147.0487,20,,9.02,15.37013,,-0.58,-1.47,,0.536,0.62,37.39758,105,,462,9.7,546,912,0.5986,Planosol,Tasmanian Central Highland forests,TMR,,
s1029,1612,Ang,Myrtaceae,Eucalyptus,Eucalyptus rubida,T,E,s011,-42.3876,147.0487,20,,5.56,7.05306,,-0.43,-1.29,-1.13,0.819,0.69,37.20965,101,,462,9.7,546,912,0.5986,Planosol,Tasmanian Central Highland forests,TMR,,
s1030,1613,Ang,Myrtaceae,Eucalyptus,Eucalyptus tenuiramis,T,E,s011,-42.3876,147.0487,21,20,6.88,10.10627,,-0.49,-1.47,,0.7,0.75,32.9122,91,,462,9.7,546,912,0.5986,Planosol,Tasmanian Central Highland forests,TMR,,
s1031,1614,Ang,Santalaceae,Exocarpos,Exocarpos cupressiformis,T,E,s011,-42.3876,147.0487,8,6,2.03,6.4819,,-1.11,-2.64,,0.329,0.65,23.47176,255,,462,9.7,546,912,0.5986,Planosol,Tasmanian Central Highland forests,TMR,,
s1032,1615,Ang,Epacridaceae,Leucopogon,Leucopogon ericoides,S,E,s011,-42.3876,147.0487,2,1.7,0.39,2.31473,,-0.33,-1.09,,0.131,0.68,17.06958,421,,462,9.7,546,912,0.5986,Planosol,Tasmanian Central Highland forests,TMR,,
s1033,1616,Ang,Epacridaceae,Leucopogon,Leucopogon virgatus,S,E,s011,-42.3876,147.0487,0.6,0.6,0.16,,,,,,,0.77,,,,462,9.7,546,912,0.5986,Planosol,Tasmanian Central Highland forests,TMR,,
s1034,1617,Ang,Proteaceae,Persoonia,Persoonia juniperina,S,E,s011,-42.3876,147.0487,2,1.4,0.68,1.951,,-0.47,-1.29,,0.361,0.65,17.80788,487,,462,9.7,546,912,0.5986,Planosol,Tasmanian Central Highland forests,TMR,,
s1035,1618,Ang,Fabaceae,Pultenaea,Pultenaea juniperina,S,E,s011,-42.3876,147.0487,3,1.4,,0.150627,,-0.69,-1.63,,0.346,,,,,462,9.7,546,912,0.5986,Planosol,Tasmanian Central Highland forests,TMR,,
s1036,1619,Ang,Fabaceae,Acacia,Acacia crassicarpa,T,E,s068,-18.4373,146.1287,20,19,8.65,5.1442,,-0.19,-0.88,,1.79,0.51,49.69506,65,,20,24.1,2169,1541,1.4068,Ferralsol,Queensland tropical rain forests,TRR,,
s1037,1620,Ang,Fabaceae,Acacia,Acacia flavescens,T,E,s068,-18.4373,146.1287,20,,9.38,7.71844,,-0.24,-1.93,,1,0.64,41.73036,95,,20,24.1,2169,1541,1.4068,Ferralsol,Queensland tropical rain forests,TRR,,
s1038,1621,Ang,Fabaceae,Acacia,Acacia mangium,T,E,s068,-18.4373,146.1287,30,25,3.48,5.21054,-0.8,-0.27,-0.97,,0.819,0.4,39.72903,87,,20,24.1,2169,1541,1.4068,Ferralsol,Queensland tropical rain forests,TRR,,
s1039,1622,Ang,Casuarinaceae,Allocasuarina,Allocasuarina torulosa,T,E,s068,-18.4373,146.1287,15,15,2.27,3.70926,,-0.3,-1.99,,0.472,0.62,26.83226,253,,20,24.1,2169,1541,1.4068,Ferralsol,Queensland tropical rain forests,TRR,,
s1040,1623,Ang,Rhamnaceae,Alphitonia,Alphitonia excelsa,T,E,s068,-18.4373,146.1287,25,,5.68,8.16076,,-0.35,-1.15,,0.561,0.37,55.46034,87,,20,24.1,2169,1541,1.4068,Ferralsol,Queensland tropical rain forests,TRR,,
s1041,1624,Ang,Burseraceae,Canarium,Canarium australianum,T,D,s068,-18.4373,146.1287,30,,3.26,5.17318,,-0.21,-0.49,,0.728,0.45,43.73237,116,,20,24.1,2169,1541,1.4068,Ferralsol,Queensland tropical rain forests,TRR,,
s1042,1625,Ang,Oleaceae,Chionanthus,Chionanthus ramiflora,T,E,s068,-18.4373,146.1287,23,15,2.37,3.6934,,-1.43,-2.86,,0.81,0.56,42.91226,80,,20,24.1,2169,1541,1.4068,Ferralsol,Queensland tropical rain forests,TRR,,
s1043,1626,Ang,Myrtaceae,Corymbia,Corymbia intermedia,T,E,s068,-18.4373,146.1287,30,20,3.61,4.33008,,-0.22,-1.42,,0.889,0.6,37.31893,91,,20,24.1,2169,1541,1.4068,Ferralsol,Queensland tropical rain forests,TRR,,
s1044,1627,Ang,Myrtaceae,Eucalyptus,Eucalyptus platyphylla,T,D,s068,-18.4373,146.1287,35,,2.62,2.61986,,-0.21,-2.11,,0.578,0.49,40.31983,119,,20,24.1,2169,1541,1.4068,Ferralsol,Queensland tropical rain forests,TRR,,
s1045,1628,Ang,Rubiaceae,Ixora,Ixora timorensis,T,E,s068,-18.4373,146.1287,8,6,2.4,8.94052,,-0.69,-1.39,,0.899,0.52,28.51919,276,,20,24.1,2169,1541,1.4068,Ferralsol,Queensland tropical rain forests,TRR,,
s1046,1629,Ang,Myrtaceae,Lophostemon,Lophostemon suaveolens,T,D,s068,-18.4373,146.1287,25,,1.39,1.28132,,-0.21,-1.68,,1.18,0.54,24.97126,360,,20,24.1,2169,1541,1.4068,Ferralsol,Queensland tropical rain forests,TRR,,
s1047,1630,Ang,Euphorbiaceae,Macaranga,Macaranga involucrata,T,E,s068,-18.4373,146.1287,5,5,3.09,4.58121,,-0.15,-0.28,,0.782,0.4,54.30956,44,,20,24.1,2169,1541,1.4068,Ferralsol,Queensland tropical rain forests,TRR,,
s1048,1631,Ang,Euphorbiaceae,Macaranga,Macaranga tanarius,T,E,s068,-18.4373,146.1287,12,6,4.35,6.92858,,-0.16,-0.4,,0.744,0.39,55.91969,71,,20,24.1,2169,1541,1.4068,Ferralsol,Queensland tropical rain forests,TRR,,
s1049,1632,Ang,Lecythidaceae,Planchonia,Planchonia careya,T,D,s068,-18.4373,146.1287,7,5,9.35,21.83599,,-0.21,-0.87,,0.534,0.44,42.0912,131,,20,24.1,2169,1541,1.4068,Ferralsol,Queensland tropical rain forests,TRR,,
s1050,1633,Ang,Araliaceae,Polyscias,Polyscias elegans,T,E,s068,-18.4373,146.1287,30,,4.35,,,-0.08,-0.31,,,0.38,32.97329,231,,20,24.1,2169,1541,1.4068,Ferralsol,Queensland tropical rain forests,TRR,,
s1051,1634,Ang,Rubiaceae,Timonius,Timonius timon,T,E,s068,-18.4373,146.1287,10,10,6.36,11.59738,,-0.37,-0.89,,0.515,0.47,56.70319,72,,20,24.1,2169,1541,1.4068,Ferralsol,Queensland tropical rain forests,TRR,,
s1052,1635,Ang,Fabaceae,Acacia,Acacia holosericea,T,E,s067,-18.7105,141.8301,3,2.5,4.1,5.86967,,-0.461,-1.322,,0.881,0.577,46.44504,67,,79,26.6,643,1962,0.3277,Acrisol,Carpentaria tropical savanna,TRS,,
s1053,1636,Ang,Rhamnaceae,Alphitonia,Alphitonia excelsa,T,E,s067,-18.7105,141.8301,25,,2.82,10.13,,-0.605,-2.092,,0.56,0.64,47.62153,77,,79,26.6,643,1962,0.3277,Acrisol,Carpentaria tropical savanna,TRS,,
s1054,1637,Ang,Fabaceae,Archidendropsis,Archidendropsis basaltica,T,D,s067,-18.7105,141.8301,20,,4.26,7.56813,,-1.007,-2.374,,0.687,0.735,35.30017,152,,79,26.6,643,1962,0.3277,Acrisol,Carpentaria tropical savanna,TRS,,
s1055,1638,Ang,Apocynaceae,Carissa,Carissa lanceolata,S,E,s067,-18.7105,141.8301,3,2,2.38,8.26253,,-0.837,-2.213,,0.379,0.684,19.15904,229,,79,26.6,643,1962,0.3277,Acrisol,Carpentaria tropical savanna,TRS,,
s1056,1639,Ang,Myrtaceae,Corymbia,Corymbia polycarpa,T,E,s067,-18.7105,141.8301,18,15,8.37,9.74407,,-0.526,-1.567,,0.943,0.576,40.05073,109,,79,26.6,643,1962,0.3277,Acrisol,Carpentaria tropical savanna,TRS,,
s1057,1640,Ang,Sapindaceae,Dodonaea,Dodonaea physocarpa,S,E,s067,-18.7105,141.8301,1.5,1.5,1.07,2.63963,,-0.985,-2.117,,0.351,0.799,24.66263,231,,79,26.6,643,1962,0.3277,Acrisol,Carpentaria tropical savanna,TRS,,
s1058,1641,Ang,Fabaceae,Erythrophleum,Erythrophleum chlorostachys,T,D,s067,-18.7105,141.8301,15,10,2.35,3.61684,,-0.671,-2.639,,,0.717,33.57716,149,,79,26.6,643,1962,0.3277,Acrisol,Carpentaria tropical savanna,TRS,,
s1059,1642,Ang,Rubiaceae,Gardenia,Gardenia vilhelmii,T,D,s067,-18.7105,141.8301,4,4,2.71,6.22646,,-1.009,-2.355,,0.468,0.643,21.16062,376,,79,26.6,643,1962,0.3277,Acrisol,Carpentaria tropical savanna,TRS,,
s1060,1643,Ang,Proteaceae,Grevillea,Grevillea parallela,T,E,s067,-18.7105,141.8301,7,7,3.34,5.42674,,-1.197,-2.33,,0.587,0.672,32.34633,117,,79,26.6,643,1962,0.3277,Acrisol,Carpentaria tropical savanna,TRS,,
s1061,1644,Ang,Proteaceae,Grevillea,Grevillea striata,T,E,s067,-18.7105,141.8301,15,7,2.31,8.77705,,-0.981,-2.729,,0.368,0.661,25.93476,235,,79,26.6,643,1962,0.3277,Acrisol,Carpentaria tropical savanna,TRS,,
s1062,1645,Ang,Myrtaceae,Melaleuca,Melaleuca citrolens,T,E,s067,-18.7105,141.8301,10,8,1.11,2.8325,,-0.956,-2.222,,0.389,0.555,21.63109,337,,79,26.6,643,1962,0.3277,Acrisol,Carpentaria tropical savanna,TRS,,
s1063,1646,Ang,Myrtaceae,Melaleuca,Melaleuca stenostachya,T,E,s067,-18.7105,141.8301,15,9,2.74,5.22553,,-0.71,-1.88,,0.545,0.6,30.29988,199,,79,26.6,643,1962,0.3277,Acrisol,Carpentaria tropical savanna,TRS,,
s1064,1647,Ang,Myrtaceae,Melaleuca,Melaleuca viridiflora,T,E,s067,-18.7105,141.8301,10,5,3.18,8.40476,,-0.305,-1.493,,0.506,0.55,40.54828,149,,79,26.6,643,1962,0.3277,Acrisol,Carpentaria tropical savanna,TRS,,
s1065,1648,Ang,Picrodendraceae,Petalostigma,Petalostigma banksii,T,E,s067,-18.7105,141.8301,4,4,4.08,5.7313,,-0.745,-2.143,,0.739,0.728,31.20394,205,,79,26.6,643,1962,0.3277,Acrisol,Carpentaria tropical savanna,TRS,,
