NewID,OldID,Group,Family,Genus,Species,Life form,Leaf form,Site,Ynew,Xnew,Hmax,Hact,Ks,Kl,P50,Ppd,Pmd,TLP,AlAs,WD,Vdia,VD,VLmax,ALT,MAT,MAP,PET,AI,Soiltype,Ecotype,Biome,Note_Biome,
s0461,703,Ang,Fabaceae,Tachigalia,Tachigalia versicolor,T,E,s097,9.2833,-79.975,25,23,,,-1.6,,-1.2,,,,,,,102,26.2,3188,1336,2.4056,Acrisol,Isthmian-Atlantic moist forests,TRR,,
s0462,704,Ang,Anacardiaceae,Tapirira,Tapirira guianensis,T,E,s097,9.2833,-79.975,35,34,,,-1.8,,-0.9,,,,,,,102,26.2,3188,1336,2.4056,Acrisol,Isthmian-Atlantic moist forests,TRR,,
s0463,705,Ang,Burseraceae,Trattinnickia,Trattinnickia aspera,T,D,s097,9.2833,-79.975,28,24,,,-1.1,,-0.6,,,,,,,102,26.2,3188,1336,2.4056,Acrisol,Isthmian-Atlantic moist forests,TRR,,
s0464,706,Ang,Vochysiaceae,Vochysia,Vochysia ferruginea,T,E,s097,9.2833,-79.975,34,26,,,-1,,-0.7,,,,,,,102,26.2,3188,1336,2.4056,Acrisol,Isthmian-Atlantic moist forests,TRR,,
s0465,707,Ang,Rhizophoraceae,Cassipourea,Cassipourea elliptica,T,E,s096,9.1667,-79.846,20,,1.3,,-4.74,,,,,,29.5,,300,44,26.4,2622,1398,1.8755,Acrisol,Isthmian-Atlantic moist forests,TRR,,
s0466,708,Ang,Rhizophoraceae,Rhizophora,Rhizophora mangle,T,E,s125,25.549,-80.3227,24,,1.9,,-6.3,,,,,,28.9,,35,7,23.9,1435,1327,1.0813,Gleysol,South Florida rocklands,TRS,,
s0467,709,Ang,Ericaceae,Arbutus,Arbutus unedo,T,E,s251,43.2833,11.5833,10,,0.531,,-2,,,,,,,,,217,13.7,757,1014,0.7475,Cambisol,Italian sclerophyllous and semi-deciduous forests,WDS,,
s0468,710,Ang,Oleaceae,Fraxinus,Fraxinus ornus,T,D,s251,43.2833,11.5833,25,,0.71,,-2.2,,,,,,,,,217,13.7,757,1014,0.7475,Cambisol,Italian sclerophyllous and semi-deciduous forests,WDS,,
s0469,711,Ang,Salicaceae,Populus,Populus tremula,T,D,s251,43.2833,11.5833,20,,0.92,,-1.3,,,,,,29.56,,21,217,13.7,757,1014,0.7475,Cambisol,Italian sclerophyllous and semi-deciduous forests,WDS,,
s0470,712,Ang,Fagaceae,Quercus,Quercus ilex,T,E,s251,43.2833,11.5833,20,6,0.559,0.64,-3.353333,-3.8,-4.7,-2.84,,,,,,217,13.7,757,1014,0.7475,Cambisol,Italian sclerophyllous and semi-deciduous forests,WDS,,
s0471,713,Ang,Fagaceae,Quercus,Quercus pubescens,T,D,s251,43.2833,11.5833,20,6,1.575,1.29,-2.2,-3.6,-4.6,,,,,,,217,13.7,757,1014,0.7475,Cambisol,Italian sclerophyllous and semi-deciduous forests,WDS,,
s0472,714,Ang,Myrtaceae,Eucalyptus,Eucalyptus grandis,T,E,s044,-28.4333,32.1833,80,,3.547,13.63,-1.31,-0.26,-1.24,,0.2415,,,,,43,21.7,972,1361,0.7097,Cambisol,KwaZulu-Cape coastal forest mosaic,TRS,,
s0473,716,Ang,Myrtaceae,Eucalyptus,Eucalyptus grandis_camaldulensis,T,E,s044,-28.4333,32.1833,80,,3.109,9.185,-1.76,-0.2425,-1.22,,0.314,,,,,43,21.7,972,1361,0.7097,Cambisol,KwaZulu-Cape coastal forest mosaic,TRS,,
s0474,720,Ang,Myrtaceae,Eucalyptus,Eucalyptus grandis_urophylla,T,E,s044,-28.4333,32.1833,80,,6.281,17.8,-1.5,-0.25,-1.26,,0.356,,,,,43,21.7,972,1361,0.7097,Cambisol,KwaZulu-Cape coastal forest mosaic,TRS,,
s0475,725,Ang,Salicaceae,Populus,Populus angustifolia,T,D,s327,49.7,-112.8167,18,,,,-1.75,,,,,,,,,910,5.3,395,852,0.4636,Kastanozem,Northern mixed grasslands,WDS,,
s0476,726,Ang,Amaranthaceae,Atriplex,Atriplex canescens,S,E,s220,40.2,-112.9333,3,,,,-5.5,-2.566,-4.553,,,0.96,22,,23,1325,10.9,188,1215,0.1547,Regosol,Great Basin shrub steppe,DES,,
s0477,728,Ang,Amaranthaceae,Atriplex,Atriplex confertifolia,S,E,s220,40.2,-112.9333,0.91,,,,-4.25,-2.253,-4.276,,,0.89,16,,17,1325,10.9,188,1215,0.1547,Regosol,Great Basin shrub steppe,DES,,
s0478,730,Ang,Asteraceae,Chrysothamnus,Chrysothamnus nauseosus,S,D,s220,40.2,-112.9333,8,,,,-2.9,-1.338,-3,,,0.7,22,,23,1325,10.9,188,1215,0.1547,Regosol,Great Basin shrub steppe,DES,,
s0479,732,Ang,Asteraceae,Chrysothamnus,Chrysothamnus viscidiflorus,S,D,s220,40.2,-112.9333,1.5,,,,-4.25,-2.094,-3.671,,,0.83,17,,18,1325,10.9,188,1215,0.1547,Regosol,Great Basin shrub steppe,DES,,
s0480,734,Ang,Amaranthaceae,Grayia,Grayia spinosa,S,D,s220,40.2,-112.9333,1.5,,,,-5.25,-4.649,-5.632,,,0.87,16,,16,1325,10.9,188,1215,0.1547,Regosol,Great Basin shrub steppe,DES,,
s0481,738,Ang,Asteraceae,Tetradymia,Tetradymia glabrata,S,D,s220,40.2,-112.9333,1,,,,-5.5,-2.884,-4.619,,,0.85,20,,20,1325,10.9,188,1215,0.1547,Regosol,Great Basin shrub steppe,DES,,
s0482,740,Ang,Sapindaceae,Acer,Acer grandidentatum,T,D,s232,40.7833,-111.8,15,,,,-3.63,-2.28,-3.19,,,,,,,1731,7.1,647,1103,0.5793,Phaeozem,Wasatch and Uinta montane forests,TMS,,
s0483,744,Gym,Pinaceae,Abies,Abies lasiocarpa,T,E,s223,40.6,-111.5833,50,,,,-2.9,,,,,,,,,2878,2.3,947,778,1.2159,Phaeozem,Wasatch and Uinta montane forests,TMS,,
s0484,745,Ang,Betulaceae,Betula,Betula occidentalis,T,D,s233,40.7833,-111.7833,10,,,,-2.35,,,,,,,,,1867,6.4,663,1022,0.6604,Phaeozem,Wasatch and Uinta montane forests,TMS,,
s0485,747,Gym,Pinaceae,Tsuga,Tsuga heterophylla,T,E,s279,44.6667,-122.6,83.33,,,0.126,,,,,,,,,,540,8.2,1554,865,1.796531792,Acrisol,Central and Southern Cascades forests,TMS,"The climate is drier than other parts of the Cascades, and the vegetation reflects the long summer drought",
s0486,748,Gym,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,T,E,s278,44.6333,-123.2833,120,,0.505,0.198,-4.9075,,,,,,,,,221,10.7,1238,1008,1.2222,Cambisol,Willamette Valley forests,TMR,,
s0487,749,Ang,Betulaceae,Alnus,Alnus rubra,T,D,s292,46.1667,-123.5333,30,,,1.422,-2.54,,,,,,,,,45,9.9,2260,853,2.6459,Cambisol,Central Pacific coastal forests,TMR,,
s0488,750,Ang,Betulaceae,Alnus,Alnus rugosa,S,D,s292,46.1667,-123.5333,20,,,1.512,,,,,,,,,,45,9.9,2260,853,2.6459,Cambisol,Central Pacific coastal forests,TMR,,
s0489,751,Ang,Proteaceae,Banksia,Banksia attenuata,S,E,s038,-31.75,115.95,10,4,0.835,6.485,-2.266667,-0.24,-1,,0.1265,,,,,62,18.3,756,1398,0.5436,Podzol,Swan Coastal Plain Scrub and Woodlands,WDS,,
s0490,753,Ang,Proteaceae,Banksia,Banksia illicifolia,S,E,s038,-31.75,115.95,10,4,1.09,6.955,-2.036667,-0.25,-1.23,,0.14,,,,,62,18.3,756,1398,0.5436,Podzol,Swan Coastal Plain Scrub and Woodlands,WDS,,
s0491,755,Ang,Proteaceae,Banksia,Banksia littoralis,S,E,s038,-31.75,115.95,20,4,1.07,2.9,-1.78,,,,0.168,,,,,62,18.3,756,1398,0.5436,Podzol,Swan Coastal Plain Scrub and Woodlands,WDS,,
s0492,756,Ang,Proteaceae,Banksia,Banksia menziesii,S,E,s038,-31.75,115.95,10,4,1.25,10.01,-2.306667,-1.4,-1.7,,0.1345,,,,,62,18.3,756,1398,0.5436,Podzol,Swan Coastal Plain Scrub and Woodlands,WDS,,
s0493,758,Ang,Fabaceae,Acacia,Acacia cyclops,T,E,s034,-32.9,115.69,7,,,,-0.91,,,,,,,,,8,17.3,886,1333,0.6646,Luvisol,Swan Coastal Plain Scrub and Woodlands,WDS,,
s0494,759,Ang,Myrtaceae,Agonis,Agonis flexuosa,T,E,s034,-32.9,115.69,15,,,,-2.36,,,,,,,,,8,17.3,886,1333,0.6646,Luvisol,Swan Coastal Plain Scrub and Woodlands,WDS,,
s0495,760,Ang,Myrtaceae,Eucalyptus,Eucalyptus gomphocephala,T,E,s034,-32.9,115.69,35,,0.725,1,-2.483,-1.04,-1.936667,,,,,,,8,17.3,886,1333,0.6646,Luvisol,Swan Coastal Plain Scrub and Woodlands,WDS,,
s0496,762,Ang,Myrtaceae,Eucalyptus,Eucalyptus marginata,T,E,s034,-32.9,115.69,40,,,,-2.39,,,,,,,,,8,17.3,886,1333,0.6646,Luvisol,Swan Coastal Plain Scrub and Woodlands,WDS,,
s0497,766,Ang,Myrtaceae,Melaleuca,Melaleuca preissiana,S,E,s038,-31.75,115.95,15,4,,,-1.07,-0.49,-2,,,,,,,62,18.3,756,1398,0.5436,Podzol,Swan Coastal Plain Scrub and Woodlands,WDS,,
s0498,769,Ang,Santalaceae,Santalum,Santalum accuminatum,T,E,s037,-32.3167,117.8667,3,3,1.094864,3.21991,,-2.466667,-5.6667,,0.34,0.9131,32,,,325,16.3,355,1434,0.2475,Planosol,Southwest Australia savanna,WDS,,
s0499,770,Gym,Cupressaceae,Actinostrobus,Actinostrobus arenarius,T,E,s037,-32.3167,117.8667,5,3,0.6097398,4.40627,,-5.85,-6.9333,,0.138,1.1272,9.9,,,325,16.3,355,1434,0.2475,Planosol,Southwest Australia savanna,WDS,,
s0500,771,Ang,Proteaceae,Isopogon,Isopogon axillaris,S,E,s037,-32.3167,117.8667,1,1,0.6443249,4.35433,,-3.433333,-3.85,,0.148,0.8084,18.8,387,,325,16.3,355,1434,0.2475,Planosol,Southwest Australia savanna,WDS,,
s0501,772,Ang,Asteraceae,Olearia,Olearia axillaris,S,E,s037,-32.3167,117.8667,2,1,0.6017613,0.851588,,-5.933333,-6.5,,0.707,0.9461,16.9,402,,325,16.3,355,1434,0.2475,Planosol,Southwest Australia savanna,WDS,,
s0502,773,Ang,Proteaceae,Dryandra,Dryandra cirisoides,S,E,s037,-32.3167,117.8667,2,2,0.5109179,5.70937,,-3.233333,-4.1833,,0.0895,0.8296,21.9,,,325,16.3,355,1434,0.2475,Planosol,Southwest Australia savanna,WDS,,
s0503,774,Ang,Proteaceae,Hakea,Hakea cygna,S,E,s037,-32.3167,117.8667,2,0.5,0.408401,2.16055,,-4.233333,-4.4167,,0.189,0.7458,21.8,366,,325,16.3,355,1434,0.2475,Planosol,Southwest Australia savanna,WDS,,
s0504,775,Ang,Loranthaceae,Nuytsia,Nuytsia floribunda,T,E,s037,-32.3167,117.8667,10,4,0.2817696,1.7,,-2.7,-2.7667,,0.166,0.6322,27.2,118,,325,16.3,355,1434,0.2475,Planosol,Southwest Australia savanna,WDS,,
s0505,776,Ang,Proteaceae,Petrophile,Petrophile glauca,S,E,s037,-32.3167,117.8667,2,2,0.2982076,0.402577,,-5.8,-6.3167,,0.741,0.8888,16.7,376,,325,16.3,355,1434,0.2475,Planosol,Southwest Australia savanna,WDS,,
s0506,777,Ang,Casuarinaceae,Casuarina,Casuarina humilis,S,E,s037,-32.3167,117.8667,2,1,0.7036658,3.13236,,-4.666667,-5.6333,,0.225,1.1834,28.9,,,325,16.3,355,1434,0.2475,Planosol,Southwest Australia savanna,WDS,,
s0507,778,Ang,Myrtaceae,Beaufortia,Beaufortia micrantha,S,E,s037,-32.3167,117.8667,1,0.7,0.6427839,2.29359,,-4.533333,-5.8,,0.28,0.8038,19.2,,,325,16.3,355,1434,0.2475,Planosol,Southwest Australia savanna,WDS,,
s0508,779,Ang,Proteaceae,Grevillea,Grevillea patentiloba,S,E,s037,-32.3167,117.8667,2.5,0.5,0.3677656,4.91961,,-0.6,-5.15,,0.0748,0.9768,17.4,381,,325,16.3,355,1434,0.2475,Planosol,Southwest Australia savanna,WDS,,
s0509,780,Ang,Myrtaceae,Eucalyptus,Eucalyptus salmonophloia,T,E,s037,-32.3167,117.8667,25,25,0.5780176,0.463746,,-3.366667,-4.2667,,1.25,0.7925,21.1,103,,325,16.3,355,1434,0.2475,Planosol,Southwest Australia savanna,WDS,,
s0510,781,Ang,Myrtaceae,Melaleuca,Melaleuca scabra,S,E,s037,-32.3167,117.8667,1.2,0.7,0.2991478,0.885421,,-4.766667,-6.7,,0.338,0.8627,24.8,319,,325,16.3,355,1434,0.2475,Planosol,Southwest Australia savanna,WDS,,
s0511,782,Ang,Proteaceae,Hakea,Hakea subsulcata,S,E,s037,-32.3167,117.8667,3,3,0.8465845,7.22751,,-3.933333,-4.75,,0.117,0.8748,20.2,422,,325,16.3,355,1434,0.2475,Planosol,Southwest Australia savanna,WDS,,
s0512,783,Ang,Myrtaceae,Eucalyptus,Eucalyptus accedens,T,E,s039,-31.4,116.3167,25,15,,,-3.2,-2.5,-4,,,,,,,314,17.3,605,1465,0.4136,Planosol,Southwest Australia woodlands,WDS,,
s0513,784,Ang,Myrtaceae,Corymbia,Corymbia calophylla,T,E,s039,-31.4,116.3167,50,,,,-1.5,-1.5,-2.5,,,,,,,314,17.3,605,1465,0.4136,Planosol,Southwest Australia woodlands,WDS,,
s0514,785,Ang,Myrtaceae,Eucalyptus,Eucalyptus marginata,T,E,s039,-31.4,116.3167,40,,,,-1.24,-2.5,-3.5,,,,,,,314,17.3,605,1465,0.4136,Planosol,Southwest Australia woodlands,WDS,,
s0515,786,Ang,Myrtaceae,Eucalyptus,Eucalyptus wandoo,T,E,s039,-31.4,116.3167,25,,,,-3.41,-3,-4.5,,,,,,,314,17.3,605,1465,0.4136,Planosol,Southwest Australia woodlands,WDS,,
s0516,787,Ang,Myrtaceae,Eucalyptus,Eucalyptus crebra,T,E,s063,-20.1,146.8833,35,,,,-2.435,-3.08,-3.75,,,,,,,267,23,720,1664,0.4326,Luvisol,Einasleigh upland savanna,TRS,,
s0517,789,Ang,Myrtaceae,Corymbia,Corymbia erythrophloia,T,E,s063,-20.1,146.8833,20,,,,-1.71,-1.01,-1.9775,,,,,,,267,23,720,1664,0.4326,Luvisol,Einasleigh upland savanna,TRS,,
s0518,791,Gym,Pinaceae,Pinus,Pinus edulis,T,E,s210,38.9333,-110.3667,20,,,,,-2.64,-2.56,,,,,,,1340,11.2,174,1377,0.1263,Yermosol,Colorado Plateau shrublands,WDS,,
s0519,793,Gym,Cupressaceae,Juniperus,Juniperus osteosperma,T,E,s210,38.9333,-110.3667,9,,,,,-6.7,-6.9,,,,,,,1340,11.2,174,1377,0.1263,Yermosol,Colorado Plateau shrublands,WDS,,
s0520,796,Ang,Annonaceae,Annona,Annona glabra,T,E,s096,9.1667,-79.846,12,,9.1,18,-3.3,-1,-1.2,,0.286,0.51,56.7,15.25,51,44,26.4,2622,1398,1.8755,Acrisol,Isthmian-Atlantic moist forests,TRR,,
s0521,797,Ang,Salicaceae,Populus,Populus deltoides,T,D,s203,38.1833,15.55,40,,,3,-1.21,,,,,,,,28,22,18.5,806,993,0.8167,Regosol,NA,WDS,,
s0522,798,Ang,Fagaceae,Quercus,Quercus ilex,T,E,s203,38.1833,15.55,20,,,1.2,-2.95,-0.7,-1.7,,,,25,,11,22,18.5,806,993,0.8167,Regosol,NA,WDS,,
s0523,799,Ang,Fabaceae,Cercis,Cercis siliquastrum,T,D,s284,45.6653,13.0491,12,7,,1.8,-1.8,-0.37,-1.88,,,,,,,1,13.4,1133,906,1.2505,,Po Basin mixed forests,TMR,,
s0524,800,Ang,Fabaceae,Ceratonia,Ceratonia siliqua,T,D,s203,38.1833,15.55,16,1.2,,,-3.4,-1.5,-3.7,-1.82,,,35,,14,22,18.5,806,993,0.8167,Regosol,NA,WDS,,
s0525,802,Ang,Oleaceae,Olea,Olea europaea,T,E,s200,37.5167,13.05,15,1.35,,1.6,-3.6,-0.2,-1.6,,,,22.5,472.5,22,73,18,480,1017,0.4719,Regosol,Tyrrhenian-Adriatic Sclerophyllous and mixed forests,WDS,,
s0526,805,Ang,Ericaceae,Rhododendron,Rhododendron catawbiense,S,E,s181,35.0333,-83.45,5,,,,-1.75,,,,,,18.4,,,1034,10.8,1232,1055,1.167772512,Acrisol,Appalachian-Blue Ridge forests,TMS,Temperate broadleaf and mixed forests,
s0527,806,Ang,Ericaceae,Rhododendron,Rhododendron macrophyllum,S,E,s271,44.2,-122.25,9,,,,-2.96,,,,,,23.1,,,601,8.1,1184,1024,1.15625,Acrisol,Central and Southern Cascades forests,TMS,"The climate is drier than other parts of the Cascades, and the vegetation reflects the long summer drought",
s0528,807,Ang,Ericaceae,Rhododendron,Rhododendron maximum,S,E,s181,35.0333,-83.45,10,,,,-2.42,,,,,,18.7,,,1034,10.8,1232,1055,1.167772512,Acrisol,Appalachian-Blue Ridge forests,TMS,Temperate broadleaf and mixed forests,
s0529,808,Ang,Anacardiaceae,Anacardium,Anacardium excelsum,T,E,s095,9.1667,-79.85,48,35.5,1.1,51,-1.505,-0.395,-0.77,-1.13,,0.41,,,,44,26.4,2622,1394,1.883,Acrisol,Isthmian-Atlantic moist forests,TRR,,
s0530,811,Ang,Araliaceae,Schefflera,Schefflera morototoni,T,E,s095,9.1667,-79.85,25,22,,,-1.68,-0.33,-0.61,,,0.28,,,,44,26.4,2622,1394,1.883,Acrisol,Isthmian-Atlantic moist forests,TRR,,
s0531,812,Ang,Sapindaceae,Acer,Acer campestre,T,D,s283,45.3333,5.5,25,10,0.43,,-2,,,-1.9,,,,,11,217,10.7,934,928,1.0064,Luvisol,Western European broadleaf forests,TMR,,
s0532,813,Ang,Sapindaceae,Acer,Acer monspessulanum,T,D,s282,45.2,5.7333,20,5,0.19,,-3.55,,,,,,,,,236,11.1,857,933,0.9346,Luvisol,Western European broadleaf forests,TMR,,
s0533,814,Ang,Sapindaceae,Acer,Acer negundo,T,D,s283,45.3333,5.5,25,10,0.41,,-1.5,,,,,,,,,217,10.7,934,928,1.0064,Luvisol,Western European broadleaf forests,TMR,,
s0534,815,Ang,Sapindaceae,Acer,Acer opalus,T,D,s282,45.2,5.7333,20,5,0.18,,-2.45,,,,,,,,,236,11.1,857,933,0.9346,Luvisol,Western European broadleaf forests,TMR,,
s0535,816,Ang,Sapindaceae,Acer,Acer platanoides,T,D,s283,45.3333,5.5,30,10,0.895,,-1.855,,,,,0.547,28,,,217,10.7,934,928,1.0064,Luvisol,Western European broadleaf forests,TMR,,
s0536,817,Ang,Sapindaceae,Acer,Acer pseudoplatanus,T,D,s283,45.3333,5.5,35,10,0.855,,-1.9,,,,,0.516,33.9,,,217,10.7,934,928,1.0064,Luvisol,Western European broadleaf forests,TMR,,
s0537,818,Ang,Betulaceae,Alnus,Alnus cordata,T,D,s262,43.8,11.2,25,,,,-1.4,,,,,,40.5,,12,39,14.4,854,1027,0.8325,Cambisol,Italian sclerophyllous and semi-deciduous forests,WDS,,
s0538,821,Ang,Ericaceae,Erica,Erica arborea,S,E,s252,43.4333,10.7,7,2,0.73,3.3,-2.7,-2.8,-3.8,,0.204,,,,,326,13.7,817,925,0.8832,Cambisol,Italian sclerophyllous and semi-deciduous forests,WDS,,
s0539,822,Gym,Cupressaceae,Juniperus,Juniperus communis,S,E,s252,43.4333,10.7,16,2,0.25,1.13,-3.6,-2.2,-3.3,,0.209,,10.29,,,326,13.7,817,925,0.8832,Cambisol,Italian sclerophyllous and semi-deciduous forests,WDS,,
s0540,823,Ang,Myrtaceae,Myrtus,Myrtus communis,S,E,s252,43.4333,10.7,5,2,0.49,1.94,-1.3,-2.1,-2.7,,0.236,,9.61,,,326,13.7,817,925,0.8832,Cambisol,Italian sclerophyllous and semi-deciduous forests,WDS,,
s0541,824,Gym,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,T,E,s260,43.7167,-122.3333,120,17.1,1.966667,,-4.085833,,-2.088889,,,0.4722222,24.44444,,,899,9.4,1311,1076,1.1942,Cambisol,Central and Southern Cascades forests,TMS,"The climate is drier than other parts of the Cascades, and the vegetation reflects the long summer drought",
s0542,841,Ang,Amborellaceae,Amborella,Amborella trichopoda,S,E,s058,-21.6203,165.8668,8,,,,-3,,,,,,16.32,,,599,19.3,1606,1198,1.3288,Cambisol,New Caledonia rain forests,TRR,,
s0543,842,Ang,Winteraceae,Bubbia,Bubbia queenslandiana,T,E,s076,-16.5865,145.2973,15,,,,-3.6,,,,,,16.84,,,547,21.1,1593,1488,1.0698,Cambisol,Queensland tropical rain forests,TRR,,
s0544,843,Ang,Winteraceae,Bubbia,Bubbia semecarpoides,T,E,s074,-16.8371,145.6724,15,,,,-3.27,,,,,0.408366,,,,101,22.6,2240,1463,1.5352,Cambisol,Queensland tropical rain forests,TRR,,
s0545,844,Ang,Winteraceae,Drimys,Drimys granadensis,T,E,s100,10.1126,-84.1212,18,,,,-1.64,,,,,0.454669,21.2,,,2246,16,2706,1060,2.4594,Acrisol,Talamancan montane forests,TRR,tropical moist broadleaf forest,
s0546,845,Ang,Winteraceae,Drimys,Drimys winteri,T,E,s040,-30.675,-71.675,20,,,,-2.3,,,,,,,,,265,13.9,149,1089,0.1294,,Chilean matorral,WDS,"Mediterranean forests, woodlands, and scrub biome, part of the Neotropic ecozone",
s0547,846,Ang,Winteraceae,Pseudowintera,Pseudowintera axillaris,S,E,s014,-40.7695,172.4714,5,,,,-3.7,,,,,,,,,637,10.9,2869,837,3.4229,,Nelson Coast temperate forests,TMR,oceanic climate,
s0548,847,Ang,Winteraceae,Pseudowintera,Pseudowintera colorata,T,E,s008,-42.8752,171.1667,2.5,,,,-4.3,,,,,,,,,417,11.2,3686,828,4.5072,Cambisol,South Island montane grasslands,TMR,oceanic climate,
s0550,849,Ang,Winteraceae,Tasmannia,Tasmannia insipida,T,E,s078,-16.5227,145.2657,3,,,,-4.68,,,,,0.554086,,,,1114,19.9,1486,1463,1.0184,Cambisol,Queensland tropical rain forests,TRR,,
s0553,852,Ang,Trochodendrales,Tetracentron,Tetracentron sinense,T,D,s201,37.78,-122.43,40,,,,-1.42,,,,,,21.4,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0554,853,Ang,Trochodendrales,Trochodendron,Trochodendron aralioides,T,E,s182,35.05,135.6417,20,,,,-2.35,,,,,,,,,538,12.8,1779,968,1.8316,Cambisol,Taiheiyo evergreen forests,TMR,,
s0560,859,Gym,Pinaceae,Cedrus,Cedrus atlantica,T,E,s325,48.7526,6.341,40,,,,-4.61,,,,,,,,,223,9.4,766,796,0.9623,Cambisol,Western European broadleaf forests,TMR,,
s0561,860,Gym,Pinaceae,Pinus,Pinus ponderosa,T,E,,,,72,8.9,0.64,5.51724,-2.65,-0.96,-1.98,,0.116,,14.84,,,,,,,,,,,,
s0562,861,Ang,Anacardiaceae,Pistacia,Pistacia lentiscus,T,E,s241,41.7237,-0.8088,5,,0.73,3.01,-4.79,,,,,,,,,229,14.5,369,1095,0.3369,Xerosol,Iberian sclerophyllous and semi-deciduous forests,WDS,,
s0563,862,Ang,Salicaceae,Populus,Populus trichocarpa,T,D,,,,50,1.5,,9,-1.375,,-1.4,,,,,,,,,,,,,,,,
s0564,866,Gym,Cupressaceae,Athrotaxis,Athrotaxis laxifolia,T,E,s201,37.78,-122.43,20,,0.27,1.05908,-3.486,,,,,0.61,15.42905,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0565,867,Gym,Cupressaceae,Austrocedrus,Austrocedrus chilensis,T,E,s201,37.78,-122.43,24,,1.16,1.59826,-9.947,,,,,0.58,13.87634,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0566,868,Gym,Cupressaceae,Callitris,Callitris rhomboidea,T,E,s201,37.78,-122.43,15,,0.33,0.769678,-4.992,,,,,0.6,14.752,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0567,869,Gym,Cupressaceae,Calocedrus,Calocedrus decurrens,T,E,s201,37.78,-122.43,60,,1.34,0.863064,-7.745,,,,,0.541,13.94763,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0568,870,Gym,Cupressaceae,Chamaecyparis,Chamaecyparis lawsoniana,T,E,s201,37.78,-122.43,60,,0.45,0.458479,-5.168,,,,,0.605,12.11356,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0569,871,Gym,Cupressaceae,Cryptomeria,Cryptomeria japonica,T,E,s201,37.78,-122.43,50,,1.44,2.49199,-4.555,,,,,0.457,16.87685,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0570,872,Gym,Euphorbiaceae,Cunninghamia,Cunninghamia lanceolata,T,E,s201,37.78,-122.43,55,,1.49,1.63599,-6.925,,,,,0.487,17.18389,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0571,873,Gym,Cupressaceae,Cupressus,Cupressus forbesii,T,E,s201,37.78,-122.43,10,,0.57,0.937022,-11.167,,,,,0.842,10.65553,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0572,874,Gym,Cupressaceae,Fitzoya,Fitzoya cupressoides,T,E,s201,37.78,-122.43,60,,,1.18995,-7.502,,,,,0.877,14.18723,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0573,875,Gym,Cupressaceae,Glyptostrobus,Glyptostrobus pensilis,T,D,s201,37.78,-122.43,25,,2.38,11.26737,-2.804,,,,,0.455,17.67506,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0574,876,Gym,Cupressaceae,Juniperus,Juniperus californica,T,E,s201,37.78,-122.43,10,,0.3,0.662533,-10.365,,,,,0.825,10.32782,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0575,877,Gym,Cupressaceae,Libocedrus,Libocedrus plumosa,T,E,s201,37.78,-122.43,35,,,,-4.39,,,,,,11.37064,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0576,878,Gym,Cupressaceae,Metasequoia,Metasequoia glyptostroboides,T,D,s201,37.78,-122.43,65,,2.32,1.95753,-3.763,,,,,0.485,19.97274,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0577,879,Gym,Cupressaceae,Scyadopytis,Scyadopytis verticellata,T,E,s201,37.78,-122.43,35,,0.44,0.691292,-2.427,,,,,0.632,13.93285,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0578,880,Gym,Cupressaceae,Sequoia,Sequoia sempervirens,T,E,s201,37.78,-122.43,115.5,,1.82,0.987806,-6.747,,,,,0.556,18.19757,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0579,881,Gym,Cupressaceae,Sequoiadendron,Sequoiadendron giganteum,T,E,s201,37.78,-122.43,100,,0.65,1.98143,-6.535,,,,,0.459,17.68347,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
s0580,882,Gym,Cupressaceae,Taiwania,Taiwania cryptomeroides,T,E,s201,37.78,-122.43,65,,0.96,1.67859,-5.354,,,,,0.512,16.6526,,,76,14.1,558,892,0.6289,Phaeozem,California interior chaparral and woodlands,TMS,,
